"Time","Distance","Time","Front Brake Pressure","Rear Brake Pressure","Steering","FL Shock","FR Shock","RR Shock","RL Shock","Supplied Current","Battery Voltage","Lat_Accel","IMU Y Accel","IMU Z Accel","IMU X Gyro","IMU Y Gyro","IMU Z Gyro","FR Strain Gauge","FL Strain Gauge","RL Strain Gauge","RR Strain Gauge","FL Wheel Ambient","FL Wheel Object","FL Wheel RPM","FR Wheel Ambient","FR Wheel Object","FR Wheel RPM","RR Wheel Ambient","RR Wheel Object","RR Wheel RPM","RL Wheel Ambient","RL Wheel Object","RL Wheel RPM","Brake Fluid","Throttle Load","Brake Load","DRS","GPS Longitude","GPS Latitude","GPS Speed","GPS Fix","Engine Speed","Engine Coolant Temp","Engine Oil Temp","Oil Pressure","Neutral Status","Lambda 1","Throttle Position","Gear Position","Vehicle Speed","APS Main","Fuel Pressure","Accel Fuel","Accumulated Distance","Manifold Pressure","AN Temp 3","ECU Lateral Accel","ECU Longitudinal Accel","ECU Vertical Accel","Test Number","DTC FL Wheel","DTC FR Wheel","DTC RL Wheel","DTC RR Wheel","DTC FL Strain","DTC FR Strain","DTC RL Strain","DTC RR Strain","DTC IMU","GPS 0","GPS 1","FLT_TTA","FLT_TTB","FRT_TTA","FRT_TTB","RLT_TTA","RLT_TTB","RRT_TTA","RRT_TTB","Channel Count"
"s","m","min","kPa","kPa","deg","mm","mm","mm","mm","A","V","G","g","g","deg/s","deg/s","deg/s","raw","","","","C","","rpm","C","","rpm","C","","rpm","C","","rpm","","%","%","","deg","deg","km/h","","rpm","C","C","kPa","","Lambda","%","","km/h","%","kPa","ms","km","kPa","C","g","g","g","","","","","","","","","","","","","","","","","","","","",""


"6.465","62","1","734","1696","-2","-9.6","-12.4","-10.9","-9.1","794","12","-0.32","-0.33","1.06","-2310.00","3036.25","-3666.25","60432","-706025553920","92026","0","5087","6717","500","0","0","500","0","0","500","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.74","-0.30","1.35","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.466","62","1","752","1696","-2","-9.6","-12.3","-11.0","-9.2","794","12","-0.27","-0.35","1.00","-3209.50","4410.00","-4683.00","60432","-706025553920","92026","0","5087","6717","500","0","0","500","0","0","500","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.75","-0.30","1.34","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.467","62","1","770","1696","-2","-9.6","-12.3","-11.1","-9.3","793","12","-0.22","-0.37","0.93","-4109.00","5783.75","-5699.75","60432","-706025553920","92026","0","5087","6717","500","0","0","500","0","0","500","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.76","-0.29","1.34","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.468","62","1","789","1696","-2","-9.6","-12.3","-11.3","-9.4","792","12","-0.17","-0.40","0.86","-5008.50","7157.50","-6716.50","60432","-706025553920","92026","0","5087","6717","500","0","0","500","0","0","500","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.77","-0.29","1.33","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.469","62","1","807","1696","-2","-9.6","-12.3","-11.4","-9.5","792","12","-0.12","-0.42","0.79","-5908.00","8531.25","-7733.25","60432","-706025553920","92026","0","5087","6717","500","0","0","500","0","0","500","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.78","-0.29","1.33","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.470","62","1","826","1696","-2","-9.6","-12.3","-11.6","-9.6","791","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5087","6717","500","0","0","500","0","0","500","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.79","-0.29","1.32","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.471","62","1","826","1696","-2","-9.6","-12.3","-11.6","-9.7","791","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5087","6717","493","0","0","493","0","0","493","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.80","-0.30","1.32","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.472","62","1","827","1696","-2","-9.6","-12.3","-11.6","-9.7","791","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5087","6717","486","0","0","486","0","0","486","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.82","-0.32","1.33","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.473","62","1","827","1696","-2","-9.6","-12.3","-11.5","-9.7","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5088","6717","478","0","0","478","0","0","478","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.83","-0.34","1.33","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.474","62","1","827","1696","-2","-9.6","-12.3","-11.5","-9.7","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5088","6717","471","0","0","471","0","0","471","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.84","-0.36","1.34","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.475","62","1","828","1696","-1","-9.6","-12.4","-11.5","-9.7","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5088","6717","464","0","0","464","0","0","464","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.86","-0.38","1.34","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.476","62","1","828","1696","-1","-9.6","-12.4","-11.5","-9.7","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5088","6717","457","0","0","457","0","0","457","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.87","-0.39","1.34","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.477","62","1","828","1696","-1","-9.6","-12.4","-11.5","-9.8","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5088","6717","450","0","0","450","0","0","450","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.89","-0.41","1.35","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.478","62","1","828","1696","-1","-9.5","-12.4","-11.5","-9.8","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5089","6717","442","0","0","442","0","0","442","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.90","-0.43","1.35","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.479","63","1","829","1696","-1","-9.5","-12.4","-11.5","-9.8","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60419","-707009183744","92026","0","5089","6717","435","0","0","435","0","0","435","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.92","-0.45","1.35","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.480","63","1","829","1696","-1","-9.5","-12.4","-11.5","-9.8","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","428","0","0","428","0","0","428","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.93","-0.47","1.36","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.481","63","1","819","1696","-1","-9.5","-12.4","-11.5","-9.9","792","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","435","0","0","435","0","0","435","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.94","-0.47","1.37","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.482","63","1","808","1696","-1","-9.5","-12.5","-11.5","-10.0","790","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","442","0","0","442","0","0","442","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.95","-0.47","1.37","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.483","63","1","798","1696","-1","-9.6","-12.5","-11.5","-10.1","790","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","450","0","0","450","0","0","450","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.96","-0.48","1.38","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.484","63","1","788","1696","-1","-9.6","-12.5","-11.5","-10.2","789","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","457","0","0","457","0","0","457","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.97","-0.48","1.39","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.485","63","1","778","1696","-1","-9.6","-12.5","-11.5","-10.3","788","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","464","0","0","464","0","0","464","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.98","-0.49","1.40","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.486","63","1","767","1697","-1","-9.6","-12.5","-11.5","-10.4","787","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","471","0","0","471","0","0","471","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-0.99","-0.49","1.41","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.487","63","1","757","1697","-1","-9.6","-12.6","-11.5","-10.5","786","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","478","0","0","478","0","0","478","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.00","-0.49","1.41","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.488","63","1","747","1697","-1","-9.6","-12.6","-11.5","-10.7","784","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","486","0","0","486","0","0","486","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.01","-0.50","1.42","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.489","63","1","736","1697","-1","-9.6","-12.6","-11.5","-10.8","784","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60393","-706290778112","92026","0","5089","6717","493","0","0","493","0","0","493","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.02","-0.50","1.43","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.490","63","1","726","1697","-1","-9.6","-12.6","-11.5","-10.9","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","500","0","0","500","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.03","-0.50","1.44","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.491","63","1","735","1697","-1","-9.8","-12.7","-11.2","-10.8","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","493","0","0","493","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.03","-0.52","1.43","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.492","63","1","744","1697","-1","-9.9","-12.7","-11.0","-10.7","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","486","0","0","486","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.03","-0.53","1.43","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.493","63","1","753","1697","-1","-10.0","-12.7","-10.8","-10.6","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","478","0","0","478","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.03","-0.54","1.43","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.494","63","1","762","1697","-1","-10.1","-12.7","-10.5","-10.5","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","471","0","0","471","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.03","-0.55","1.43","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.495","63","1","771","1697","-1","-10.3","-12.7","-10.3","-10.4","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","464","0","0","464","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.02","-0.56","1.43","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.496","63","1","780","1697","-1","-10.4","-12.7","-10.0","-10.3","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","457","0","0","457","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.02","-0.58","1.42","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.497","63","1","789","1697","-1","-10.5","-12.8","-9.8","-10.3","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","450","0","0","450","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.02","-0.59","1.42","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.498","63","1","798","1697","-1","-10.6","-12.8","-9.6","-10.2","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","442","0","0","442","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.02","-0.60","1.42","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.499","63","1","807","1697","-1","-10.7","-12.8","-9.3","-10.1","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60383","-705837662208","92026","0","5089","6717","500","0","0","435","0","0","435","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.02","-0.61","1.42","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.500","63","1","816","1697","-1","-10.9","-12.8","-9.1","-10.0","782","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","428","0","0","428","0","0","500","0","0","0","0","0","0","0","0","9915","32","24","373","0","0.84","11.0","3","8.50","0.000","6","0","0","26.00","-49","-1.02","-0.62","1.41","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.501","63","1","816","1697","-1","-11.1","-12.9","-8.8","-9.7","783","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","435","0","0","435","0","0","500","0","0","0","0","0","0","0","0","9952","32","24","373","0","0.84","11.2","3","8.50","0.000","6","0","0","26.00","-49","-1.01","-0.65","1.42","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.502","63","1","817","1697","-1","-11.3","-13.0","-8.5","-9.4","784","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","442","0","0","442","0","0","500","0","0","0","0","0","0","0","0","9988","32","24","374","0","0.84","11.4","3","8.50","0.000","6","0","0","26.00","-49","-1.01","-0.68","1.43","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.503","63","1","817","1697","-1","-11.5","-13.0","-8.1","-9.1","784","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","450","0","0","450","0","0","500","0","0","0","0","0","0","0","0","10025","32","24","375","0","0.84","11.6","3","8.50","0.000","6","0","0","26.00","-49","-1.00","-0.70","1.44","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.504","63","1","817","1697","-1","-11.8","-13.1","-7.8","-8.9","785","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","457","0","0","457","0","0","500","0","0","0","0","0","0","0","0","10062","32","24","375","0","0.84","11.8","3","8.50","0.000","6","0","0","26.00","-49","-0.99","-0.73","1.44","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.505","63","1","818","1697","-1","-12.0","-13.2","-7.5","-8.6","786","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","464","0","0","464","0","0","500","0","0","0","0","0","0","0","0","10098","32","24","376","0","0.84","12.0","3","8.50","0.000","6","0","0","26.00","-49","-0.99","-0.76","1.45","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.506","63","1","818","1697","-1","-12.2","-13.3","-7.2","-8.3","786","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","471","0","0","471","0","0","500","0","0","0","0","0","0","0","0","10135","32","24","376","0","0.84","12.2","3","8.50","0.000","6","0","0","26.00","-49","-0.98","-0.78","1.46","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.507","63","1","818","1697","-1","-12.4","-13.3","-6.9","-8.0","787","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","478","0","0","478","0","0","500","0","0","0","0","0","0","0","0","10172","32","24","376","0","0.84","12.4","3","8.50","0.000","6","0","0","26.00","-49","-0.97","-0.81","1.47","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.508","63","1","818","1697","-1","-12.7","-13.4","-6.6","-7.7","788","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","486","0","0","486","0","0","500","0","0","0","0","0","0","0","0","10209","32","24","377","0","0.84","12.6","3","8.50","0.000","6","0","0","26.00","-49","-0.97","-0.84","1.47","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.509","63","1","819","1697","-1","-12.9","-13.5","-6.2","-7.5","788","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-707185999872","92026","0","5089","6717","500","0","0","493","0","0","493","0","0","500","0","0","0","0","0","0","0","0","10245","32","24","378","0","0.84","12.8","3","8.50","0.000","6","0","0","26.00","-49","-0.96","-0.86","1.48","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.510","63","1","819","1697","-1","-13.1","-13.6","-5.9","-7.2","789","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","500","0","0","500","0","0","500","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.95","-0.89","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.511","63","1","807","1697","-1","-13.2","-13.6","-5.7","-6.9","788","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","493","0","0","493","0","0","493","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.94","-0.91","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.512","63","1","794","1697","-1","-13.3","-13.7","-5.5","-6.6","788","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","486","0","0","486","0","0","486","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.93","-0.93","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.513","63","1","782","1697","-1","-13.3","-13.8","-5.2","-6.4","788","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","478","0","0","478","0","0","478","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.92","-0.95","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.514","63","1","770","1697","-1","-13.4","-13.8","-5.0","-6.1","787","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","471","0","0","471","0","0","471","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.90","-0.97","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.515","63","1","758","1697","-1","-13.5","-13.9","-4.8","-5.8","787","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","464","0","0","464","0","0","464","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.89","-0.99","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.516","63","1","745","1697","-1","-13.6","-13.9","-4.5","-5.6","787","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","457","0","0","457","0","0","457","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.88","-1.01","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.517","63","1","733","1697","-1","-13.6","-14.0","-4.3","-5.3","786","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","450","0","0","450","0","0","450","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.87","-1.03","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.518","63","1","721","1697","-1","-13.7","-14.1","-4.1","-5.0","786","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","442","0","0","442","0","0","442","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.86","-1.05","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.519","63","1","708","1697","-1","-13.8","-14.1","-3.9","-4.7","785","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60409","-705583448064","92026","0","5089","6717","435","0","0","435","0","0","435","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.84","-1.07","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.520","63","1","696","1697","-1","-13.8","-14.2","-3.6","-4.5","785","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-706898624512","92026","0","5089","6717","428","0","0","428","0","0","428","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.83","-1.09","1.49","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6.521","64","1","704","1697","-1","-13.7","-14.2","-3.2","-4.1","785","12","-0.07","-0.44","0.73","-6807.50","9905.00","-8750.00","60387","-706898624512","92026","0","5089","6717","435","0","0","435","0","0","435","0","0","500","0","0","0","0","0","0","0","0","10282","32","24","378","0","0.81","13.0","3","8.50","0.000","6","0","0","26.00","-49","-0.83","-1.08","1.50","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
