"Format","MoTeC CSV File",,,"Workbook",""
"Venue","Track",,,"Worksheet",""
"Vehicle","Vehicle",,,"Vehicle Desc",""
"Driver","Driver",,,"Engine ID",""
"Device","ADL"
"Comment","Dynamic Channels from devices.py",,,"Session","All Channels from devices.py"
"Log Date","4/17/2026",,,"Origin Time","488.003","s"
"Log Time","1:38:51 AM",,,"Start Time","488.010","s"
"Sample Rate","100.000","Hz",,"End Time","527.960","s"
"Duration","39.950","s",,"Start Distance","2743","m"
"Range","No Lap (selection)",,,"End Distance","3337","m"
"Beacon Markers",""


"Time","Distance","Time","Front Brake Pressure","Rear Brake Pressure","Steering","FR Shock","FL Shock","RR Shock","RL Shock","Supplied Current","Battery Voltage","Lat_Accel","IMU Y Accel","IMU Z Accel","IMU X Gyro","IMU Y Gyro","IMU Z Gyro","FR Strain Gauge","FL Strain Gauge","RL Strain Gauge","RR Strain Gauge","FL Wheel Ambient","FL Wheel Object","FL Wheel RPM","FR Wheel Ambient","FR Wheel Object","FR Wheel RPM","RR Wheel Ambient","RR Wheel Object","RR Wheel RPM","RL Wheel Ambient","RL Wheel Object","RL Wheel RPM","Brake Fluid","Throttle Load","Brake Load","DRS","GPS Longitude","GPS Latitude","GPS Speed","GPS Fix","Engine Speed","Engine Coolant Temp","Engine Oil Temp","Oil Pressure","Neutral Status","Lambda 1","Throttle Position","Gear Position","Vehicle Speed","APS Main","Fuel Pressure","Accel Fuel","Accumulated Distance","Manifold Pressure","AN Temp 3","ECU Lateral Accel","ECU Longitudinal Accel","ECU Vertical Accel","Test Number","DTC FL Wheel","DTC FR Wheel","DTC RL Wheel","DTC RR Wheel","DTC FL Strain","DTC FR Strain","DTC RL Strain","DTC RR Strain","DTC IMU","GPS 0","GPS 1","FLT_TTA","FLT_TTB","FRT_TTA","FRT_TTB","RLT_TTA","RLT_TTB","RRT_TTA","RRT_TTB","Channel Count"
"s","m","min","kPa","kPa","deg","mm","mm","mm","mm","A","V","G","g","g","deg/s","deg/s","deg/s","raw","","","","deg C","","rpm","deg C","","rpm","deg C","","rpm","deg C","","rpm","","%","%","","deg","deg","km/h","","rpm","deg C","deg C","kPa","","Lambda","%","","km/h","%","kPa","ms","km","kPa","deg C","g","g","g","","","","","","","","","","","","","","","","","","","","",""


"0.000","0","8","410","1584","-4","-7.3","-4.4","-2.8","-4.5","621","12","0.00","0.01","1.02","35.00","-192.50","630.00","0","2606","92026","0","-0","-0","25","-0","-0","5","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11273","32","26","379","0","1.06","26","0","0.0","0.100","14086","0","0","42.00","-49","-0.05","-0.13","1.07","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.010","0","8","412","1584","-4","-7.3","-4.4","-2.8","-4.5","614","12","0.00","0.01","1.02","35.00","-192.50","630.00","0","2606","92026","0","-0","-0","25","-0","-0","5","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11273","32","26","379","0","1.06","26","0","0.0","0.100","14086","0","0","42.00","-49","0.01","-0.12","0.96","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.020","0","8","409","1584","-4","-7.3","-4.5","-2.7","-4.5","618","12","0.00","0.01","1.02","35.00","-192.50","630.00","0","2606","92026","0","-0","-0","25","-0","-0","5","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11273","32","26","379","0","1.06","26","0","0.0","0.100","14086","0","0","42.00","-49","-0.05","0.09","0.76","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.030","0","8","412","1584","-4","-7.3","-4.5","-2.8","-4.5","614","12","0.00","0.01","1.02","35.00","-192.50","630.00","0","2606","92026","0","-0","-0","6","-0","-0","5","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11273","32","26","379","0","1.06","26","0","0.0","0.100","14086","0","0","42.00","-49","-0.05","0.20","0.57","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.040","0","8","408","1584","-5","-7.2","-4.4","-2.6","-4.3","722","12","0.00","0.01","1.02","35.00","-192.50","630.00","0","2606","92026","0","-0","-0","6","-0","-0","5","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11273","32","26","379","0","1.06","26","0","0.0","0.100","14086","0","0","42.00","-49","-0.04","0.22","0.54","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.050","0","8","410","1584","-4","-7.3","-4.6","-2.8","-4.5","620","12","0.00","0.01","1.02","35.00","-192.50","630.00","0","2606","92026","0","-0","-0","6","-0","-0","5","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11290","32","26","379","0","1.07","26","0","0.0","0.100","18182","0","0","42.00","-49","0.03","0.14","0.60","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.060","0","8","411","1584","-4","-7.3","-4.5","-2.8","-4.5","605","12","0.00","0.01","1.02","35.00","-192.50","630.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11290","32","26","379","0","1.07","26","0","0.0","0.100","18182","0","0","42.00","-49","-0.03","0.28","0.59","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.070","0","8","412","1584","-4","-7.3","-4.5","-2.8","-4.5","614","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11290","32","26","379","0","1.07","26","0","0.0","0.100","18182","0","0","42.00","-49","0.00","0.28","0.66","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.080","0","8","413","1584","-4","-7.3","-4.6","-2.8","-4.5","612","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11290","32","26","379","0","1.07","26","0","0.0","0.100","18182","0","0","42.00","-49","-0.06","0.23","0.84","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.090","0","8","410","1584","-4","-7.3","-4.6","-2.8","-4.5","609","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11290","32","26","379","0","1.07","26","0","0.0","0.100","18182","0","0","42.00","-49","-0.17","0.33","0.94","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.100","0","8","408","1584","-4","-7.3","-4.5","-2.7","-4.5","618","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11293","32","26","377","0","1.06","26","0","0.0","0.100","19462","0","0","42.00","-49","-0.19","0.28","0.92","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.110","0","8","411","1584","-4","-7.3","-4.5","-2.8","-4.5","618","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11293","32","26","377","0","1.06","26","0","0.0","0.100","19462","0","0","42.00","-49","-0.17","0.26","0.87","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.120","0","8","410","1584","-4","-7.3","-4.5","-2.8","-4.5","624","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11293","32","26","377","0","1.06","26","0","0.0","0.100","19462","0","0","42.00","-49","-0.29","0.26","1.01","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.130","0","8","412","1584","-4","-7.3","-4.6","-2.8","-4.5","620","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11293","32","26","377","0","1.06","26","0","0.0","0.100","19462","0","0","42.00","-49","-0.34","0.20","1.19","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.140","0","8","412","1584","-5","-7.3","-4.5","-2.8","-4.5","604","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11293","32","26","377","0","1.06","26","0","0.0","0.100","19462","0","0","43.00","-49","-0.34","0.16","1.25","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.150","0","8","410","1585","-4","-7.3","-4.5","-2.7","-4.5","628","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11325","32","26","378","0","1.07","27","0","0.0","0.100","19718","0","0","43.00","-49","-0.30","0.13","1.29","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.160","0","8","410","1584","-4","-7.3","-4.5","-2.8","-4.5","616","12","-0.05","0.01","1.03","402.50","52.50","-70.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11325","32","26","378","0","1.07","27","0","0.0","0.100","19718","0","0","43.00","-49","-0.21","0.01","1.26","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.170","0","8","410","1584","-4","-7.3","-4.5","-2.8","-4.5","612","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11325","32","26","378","0","1.07","27","0","0.0","0.100","19718","0","0","43.00","-49","-0.08","-0.05","1.14","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.180","0","8","413","1584","-4","-7.3","-4.5","-2.8","-4.5","621","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11325","32","26","378","0","1.07","27","0","0.0","0.100","19718","0","0","43.00","-49","-0.07","0.04","0.90","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.190","0","8","410","1584","-4","-7.3","-4.5","-2.8","-4.5","622","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11325","32","26","378","0","1.07","27","0","0.0","0.100","19718","0","0","43.00","-49","-0.11","0.24","0.63","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.200","0","8","410","1585","-4","-7.3","-4.5","-2.8","-4.5","620","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","10","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11406","32","26","380","0","1.06","27","0","0.0","0.100","19462","0","0","43.00","-49","0.01","0.02","0.61","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.210","0","8","408","1585","-4","-7.3","-4.5","-2.8","-4.4","621","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","20","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11406","32","26","380","0","1.06","27","0","0.0","0.100","19462","0","0","43.00","-49","0.05","-0.17","0.73","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.220","0","8","413","1585","-4","-7.3","-4.5","-2.8","-4.5","615","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","20","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11406","32","26","380","0","1.06","27","0","0.0","0.100","19462","0","0","43.00","-49","0.06","-0.20","0.83","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.230","0","8","413","1585","-4","-7.3","-4.5","-2.8","-4.5","618","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","20","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11406","32","26","380","0","1.06","27","0","0.0","0.100","19462","0","0","43.00","-49","0.01","-0.08","0.86","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.240","0","8","416","1585","-4","-7.3","-4.5","-2.8","-4.5","616","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","20","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11406","32","26","380","0","1.06","27","0","0.0","0.100","19462","0","0","43.00","-49","0.08","-0.13","0.94","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.250","0","8","410","1585","-4","-7.3","-4.5","-2.8","-4.5","615","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","20","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11448","32","26","379","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.04","-0.16","1.06","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.260","0","8","410","1585","-4","-7.3","-4.5","-2.8","-4.5","626","12","0.04","0.03","1.04","-175.00","-490.00","280.00","0","2606","92026","0","-0","-0","6","-0","-0","20","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11448","32","26","379","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","-0.10","0.01","1.15","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.270","0","8","412","1585","-4","-7.3","-4.5","-2.8","-4.5","612","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","20","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11448","32","26","379","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","-0.14","0.06","1.08","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.280","0","8","406","1585","-4","-7.3","-4.5","-2.8","-4.5","620","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","40","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11448","32","26","379","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","-0.09","-0.03","0.96","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.290","0","8","410","1585","-4","-7.3","-4.5","-2.8","-4.5","618","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","40","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11448","32","26","379","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","-0.09","-0.00","0.89","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.300","0","8","409","1585","-4","-7.3","-4.5","-2.8","-4.5","624","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","40","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11474","32","26","379","0","1.04","27","0","0.0","0.100","19462","0","0","43.00","-49","-0.13","-0.07","0.98","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.310","0","8","412","1585","-4","-7.3","-4.5","-2.8","-4.5","616","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","40","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11474","32","26","379","0","1.04","27","0","0.0","0.100","19462","0","0","43.00","-49","-0.22","-0.03","1.14","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.320","0","8","412","1585","-4","-7.3","-4.4","-2.8","-4.5","630","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","40","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11474","32","26","379","0","1.04","27","0","0.0","0.100","19462","0","0","43.00","-49","-0.17","-0.11","1.26","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.330","0","8","408","1585","-4","-7.3","-4.5","-2.8","-4.5","614","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","73","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11474","32","26","379","0","1.04","27","0","0.0","0.100","19462","0","0","43.00","-49","-0.20","-0.06","1.25","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.340","0","8","410","1585","-4","-7.3","-4.5","-2.8","-4.5","624","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","73","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11474","32","26","379","0","1.04","27","0","0.0","0.100","19462","0","0","43.00","-49","-0.33","0.24","1.22","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.350","0","8","409","1585","-4","-7.3","-4.5","-2.8","-4.5","624","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","73","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11502","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","-0.21","0.08","1.15","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.360","0","8","411","1585","-4","-7.3","-4.6","-2.8","-4.5","620","12","-0.05","0.01","1.02","-1050.00","-525.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","73","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11502","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.00","-0.16","1.10","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.370","0","8","410","1585","-4","-7.3","-4.6","-2.8","-4.5","620","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","73","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11502","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.16","-0.22","0.92","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.380","0","8","410","1585","-4","-7.3","-4.5","-2.8","-4.5","622","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","73","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11502","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.15","-0.10","0.66","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.390","0","8","414","1585","-4","-7.3","-4.5","-2.8","-4.5","612","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11502","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.16","-0.04","0.44","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.400","0","8","414","1585","-5","-7.3","-4.5","-2.8","-4.4","625","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11540","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.30","-0.21","0.36","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.410","0","8","409","1585","-4","-7.3","-4.6","-2.8","-4.5","608","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11540","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.40","-0.37","0.40","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.420","0","8","410","1586","-4","-7.3","-4.5","-2.8","-4.5","618","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11540","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.36","-0.40","0.48","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.430","0","8","412","1585","-4","-7.3","-4.4","-2.6","-4.4","648","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11540","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.33","-0.28","0.55","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.440","0","8","409","1585","-4","-7.3","-4.5","-2.8","-4.5","608","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11540","32","26","380","0","1.05","27","0","0.0","0.100","19206","0","0","43.00","-49","0.24","-0.11","0.54","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.450","0","8","406","1585","-5","-7.2","-4.4","-2.6","-4.3","740","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11577","32","26","379","0","1.06","27","0","0.0","0.100","18950","0","0","43.00","-49","0.13","0.05","0.55","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.460","0","8","408","1586","-4","-7.3","-4.5","-2.8","-4.5","612","12","0.00","0.03","1.01","-280.00","-1067.50","367.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11577","32","26","379","0","1.06","27","0","0.0","0.100","18950","0","0","43.00","-49","0.20","-0.02","0.66","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.470","0","8","413","1586","-4","-7.3","-4.6","-2.8","-4.5","612","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11577","32","26","379","0","1.06","27","0","0.0","0.100","18950","0","0","43.00","-49","0.19","-0.11","0.82","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.480","0","8","411","1586","-4","-7.3","-4.5","-2.8","-4.5","614","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11577","32","26","379","0","1.06","27","0","0.0","0.100","18950","0","0","43.00","-49","0.07","-0.05","0.97","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.490","0","8","413","1585","-4","-7.3","-4.5","-2.8","-4.5","612","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11577","32","26","379","0","1.06","27","0","0.0","0.100","18950","0","0","43.00","-49","-0.00","-0.02","1.04","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.500","0","8","412","1586","-4","-7.3","-4.5","-2.8","-4.5","620","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","47","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11608","32","26","381","0","1.07","27","0","0.0","0.100","18950","0","0","43.00","-49","0.05","-0.22","1.06","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.510","0","8","410","1586","-4","-7.3","-4.5","-2.8","-4.5","620","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","26","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11608","32","26","381","0","1.07","27","0","0.0","0.100","18950","0","0","43.00","-49","0.07","-0.35","1.02","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.520","0","8","412","1586","-4","-7.3","-4.5","-2.8","-4.5","610","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","26","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11608","32","26","381","0","1.07","27","0","0.0","0.100","18950","0","0","43.00","-49","-0.03","-0.23","0.95","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.530","0","8","408","1586","-4","-7.3","-4.5","-2.8","-4.5","622","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","26","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11608","32","26","381","0","1.07","27","0","0.0","0.100","18950","0","0","43.00","-49","-0.04","-0.24","1.00","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.540","0","8","413","1586","-4","-7.3","-4.6","-2.8","-4.5","615","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","26","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11608","32","26","381","0","1.07","27","0","0.0","0.100","18950","0","0","43.00","-49","-0.07","-0.28","1.15","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0.550","0","8","411","1586","-4","-7.3","-4.5","-2.8","-4.5","626","12","-0.05","0.02","1.03","525.00","0.00","52.50","0","2606","92026","0","-0","-0","6","-0","-0","26","-0","-0","272","-0","-0","200","0","0","0","0","3175683584","334295616","7.00","2","11621","32","26","382","0","1.08","27","0","0.0","0.100","19462","0","0","43.00","-49","-0.17","-0.26","1.31","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
