"Time","Distance","Time","Front Brake Pressure","Rear Brake Pressure","Steering","FR Shock","FL Shock","RR Shock","RL Shock","Supplied Current","Battery Voltage","Lat_Accel","IMU Y Accel","IMU Z Accel","IMU X Gyro","IMU Y Gyro","IMU Z Gyro","FR Strain Gauge","FL Strain Gauge","RL Strain Gauge","RR Strain Gauge","FL Wheel Ambient","FL Wheel Object","FL Wheel RPM","FR Wheel Ambient","FR Wheel Object","FR Wheel RPM","RR Wheel Ambient","RR Wheel Object","RR Wheel RPM","RL Wheel Ambient","RL Wheel Object","RL Wheel RPM","Brake Fluid","Throttle Load","Brake Load","DRS","GPS Longitude","GPS Latitude","GPS Speed","GPS Fix","Engine Speed","Engine Coolant Temp","Engine Oil Temp","Oil Pressure","Neutral Status","Lambda 1","Throttle Position","Gear Position","Vehicle Speed","APS Main","Fuel Pressure","Accel Fuel","Accumulated Distance","Manifold Pressure","AN Temp 3","ECU Lateral Accel","ECU Longitudinal Accel","ECU Vertical Accel","Test Number","DTC FL Wheel","DTC FR Wheel","DTC RL Wheel","DTC RR Wheel","DTC FL Strain","DTC FR Strain","DTC RL Strain","DTC RR Strain","DTC IMU","GPS 0","GPS 1","FLT_TTA","FLT_TTB","FRT_TTA","FRT_TTB","RLT_TTA","RLT_TTB","RRT_TTA","RRT_TTB","Channel Count"
"s","m","min","kPa","kPa","deg","mm","mm","mm","mm","A","V","G","g","g","deg/s","deg/s","deg/s","raw","","","","deg C","","rpm","deg C","","rpm","deg C","","rpm","deg C","","rpm","","%","%","","deg","deg","km/h","","rpm","deg C","deg C","kPa","","Lambda","%","","km/h","%","kPa","ms","km","kPa","deg C","g","g","g","","","","","","","","","","","","","","","","","","","","",""


"10.440","137","8","408","1608","99","-1.9","-10.7","5.0","-11.3","619","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","200","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3875","35","26","125","0","0.72","17","0","38.8","0.000","3334","0","0","69.00","-49","0.04","-1.27","0.81","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.450","137","8","405","1607","101","-1.8","-10.6","5.0","-11.3","608","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","200","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3875","35","26","125","0","0.72","17","0","38.8","0.000","3334","0","0","69.00","-49","0.04","-1.27","0.81","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.460","137","8","405","1607","102","-1.8","-10.5","5.0","-11.3","621","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3876","35","26","126","0","0.71","17","0","38.7","0.000","3590","0","0","69.00","-49","0.06","-1.23","0.83","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.470","137","8","406","1606","104","-1.8","-10.5","5.0","-11.3","612","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3876","35","26","126","0","0.71","17","0","38.7","0.000","3590","0","0","69.00","-49","0.08","-1.29","0.82","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.480","137","8","410","1606","105","-1.8","-10.6","5.0","-11.3","615","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3876","35","26","126","0","0.71","17","0","38.7","0.000","3590","0","0","69.00","-49","0.04","-1.28","0.81","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.490","137","8","408","1606","106","-1.8","-10.5","5.0","-11.3","621","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3876","35","26","126","0","0.71","17","0","38.7","0.000","3590","0","0","69.00","-49","0.05","-1.26","0.86","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.500","138","8","406","1605","106","-1.8","-10.3","5.0","-11.3","625","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3876","35","26","126","0","0.71","17","0","38.7","0.000","3590","0","0","69.00","-49","0.07","-1.22","0.89","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.510","138","8","407","1605","107","-1.8","-10.4","5.0","-11.4","622","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3807","35","26","125","0","0.71","17","0","38.6","0.000","2822","0","0","69.00","-49","0.04","-1.20","0.89","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.520","138","8","406","1604","107","-1.9","-10.5","5.0","-11.4","614","12","0.96","-0.09","0.92","5040.00","-2117.50","-75705.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3807","35","26","125","0","0.71","17","0","38.6","0.000","2822","0","0","69.00","-49","0.02","-1.18","0.88","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.530","138","8","409","1604","107","-1.9","-10.8","5.2","-11.3","616","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3807","35","26","125","0","0.71","17","0","38.6","0.000","2822","0","0","69.00","-49","0.06","-1.12","0.83","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.540","138","8","406","1603","107","-2.1","-11.0","5.4","-11.3","610","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3807","35","26","125","0","0.71","17","0","38.6","0.000","2822","0","0","69.00","-49","0.11","-1.08","0.74","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.550","138","8","415","1603","107","-2.1","-11.1","5.4","-11.3","721","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3807","35","26","125","0","0.71","17","0","38.6","0.000","2822","0","0","69.00","-49","0.07","-1.06","0.66","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.560","138","8","419","1602","107","-2.2","-11.1","5.4","-11.3","619","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3777","35","26","123","0","0.71","17","0","38.4","0.000","3334","0","0","69.00","-49","0.05","-1.07","0.60","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.570","138","8","419","1602","107","-2.3","-11.2","5.4","-11.3","614","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","230","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3777","35","26","123","0","0.71","17","0","38.4","0.000","3334","0","0","69.00","-49","0.10","-1.12","0.63","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.580","138","8","416","1602","107","-2.3","-11.2","5.4","-11.3","620","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3777","35","26","123","0","0.71","17","0","38.4","0.000","3334","0","0","69.00","-49","0.19","-1.17","0.65","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.590","139","8","412","1601","107","-2.2","-11.2","5.4","-11.3","616","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3777","35","26","123","0","0.71","17","0","38.4","0.000","3334","0","0","69.00","-49","0.22","-1.21","0.62","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.600","139","8","418","1601","108","-2.2","-11.1","5.4","-11.3","609","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3777","35","26","123","0","0.71","17","0","38.4","0.000","3334","0","0","69.00","-49","0.21","-1.21","0.61","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.610","139","8","416","1600","108","-2.0","-11.0","5.4","-11.3","620","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3762","35","26","124","0","0.71","17","0","38.3","0.000","2822","0","0","69.00","-49","0.23","-1.23","0.62","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.620","139","8","413","1600","110","-1.9","-11.1","5.4","-11.3","608","12","0.95","-0.09","0.93","-1190.00","-3657.50","-70700.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3762","35","26","124","0","0.71","17","0","38.3","0.000","2822","0","0","69.00","-49","0.24","-1.26","0.61","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.630","139","8","417","1599","111","-1.9","-11.1","5.4","-11.3","614","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","428","-0","-0","300","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3762","35","26","124","0","0.71","17","0","38.3","0.000","2822","0","0","69.00","-49","0.21","-1.26","0.60","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.640","139","8","410","1599","112","-1.9","-11.0","5.4","-11.3","610","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3762","35","26","124","0","0.71","17","0","38.3","0.000","2822","0","0","69.00","-49","0.21","-1.26","0.60","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.650","139","8","411","1599","112","-1.7","-10.9","5.5","-11.2","722","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3762","35","26","124","0","0.71","17","0","38.3","0.000","2822","0","0","69.00","-49","0.22","-1.19","0.57","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.660","139","8","412","1598","114","-1.9","-11.0","5.4","-11.3","624","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3773","35","26","124","0","0.71","17","0","38.2","0.000","3334","0","0","69.00","-49","0.28","-1.27","0.56","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.670","139","8","408","1598","115","-2.1","-11.0","5.4","-11.3","612","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3773","35","26","124","0","0.71","17","0","38.2","0.000","3334","0","0","69.00","-49","0.28","-1.27","0.56","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.680","139","8","409","1597","116","-2.1","-10.5","5.4","-11.3","620","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3773","35","26","124","0","0.71","17","0","38.2","0.000","3334","0","0","69.00","-49","0.25","-1.35","0.64","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.690","140","8","410","1597","116","-2.1","-10.3","5.4","-11.3","611","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3773","35","26","124","0","0.71","17","0","38.2","0.000","3334","0","0","69.00","-49","0.25","-1.35","0.64","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.700","140","8","410","1596","117","-2.1","-10.6","5.4","-11.3","621","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3773","35","26","124","0","0.71","17","0","38.2","0.000","3334","0","0","69.00","-49","0.20","-1.31","0.66","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.710","140","8","407","1596","117","-2.1","-10.6","5.4","-11.3","614","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3793","35","26","124","0","0.71","17","0","38.2","0.000","2822","0","0","69.00","-49","0.12","-1.27","0.68","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.720","140","8","410","1596","118","-2.1","-10.5","5.4","-11.3","616","12","0.99","-0.15","1.20","5407.50","1522.50","-73640.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3793","35","26","124","0","0.71","17","0","38.2","0.000","2822","0","0","69.00","-49","0.09","-1.24","0.73","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.730","140","8","411","1595","118","-2.1","-10.6","5.4","-11.3","624","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3793","35","26","124","0","0.71","17","0","38.2","0.000","2822","0","0","69.00","-49","0.07","-1.20","0.78","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.740","140","8","408","1595","118","-2.1","-10.5","5.4","-11.3","622","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3793","35","26","124","0","0.71","17","0","38.2","0.000","2822","0","0","69.00","-49","0.03","-1.21","0.80","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.750","140","8","408","1594","117","-2.0","-10.5","5.5","-11.1","729","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","428","-0","-0","300","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3793","35","26","124","0","0.71","17","0","38.2","0.000","2822","0","0","69.00","-49","-0.02","-1.23","0.77","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.760","140","8","410","1594","119","-2.1","-10.6","5.4","-11.3","626","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3800","35","26","124","0","0.71","17","0","38.2","0.000","3078","0","0","69.00","-49","-0.03","-1.18","0.81","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.770","140","8","409","1593","120","-2.0","-10.5","5.5","-11.3","620","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3800","35","26","124","0","0.71","17","0","38.2","0.000","3078","0","0","69.00","-49","0.02","-1.13","0.79","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.780","141","8","408","1593","121","-2.0","-10.6","5.5","-11.3","616","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","200","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3800","35","26","124","0","0.71","17","0","38.2","0.000","3078","0","0","69.00","-49","0.04","-1.14","0.76","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.790","141","8","411","1593","122","-1.9","-10.8","5.5","-11.3","615","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","200","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3800","35","26","124","0","0.71","17","0","38.2","0.000","3078","0","0","69.00","-49","0.08","-1.19","0.72","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.800","141","8","410","1592","122","-1.9","-10.8","5.5","-11.3","620","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","200","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3800","35","26","124","0","0.71","17","0","38.2","0.000","3078","0","0","69.00","-49","0.17","-1.22","0.72","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.810","141","8","408","1592","122","-1.9","-10.8","5.5","-11.3","619","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","428","-0","-0","300","-0","-0","200","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3789","35","26","125","0","0.71","17","0","38.1","0.000","3078","0","0","69.00","-49","0.22","-1.19","0.71","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.820","141","8","410","1591","122","-1.9","-10.8","5.5","-11.3","612","12","1.00","-0.14","1.12","-12862.50","-10815.00","-78907.50","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","200","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3789","35","26","125","0","0.71","17","0","38.1","0.000","3078","0","0","69.00","-49","0.23","-1.26","0.70","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.830","141","8","410","1591","122","-1.8","-10.5","5.5","-11.3","614","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","214","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3789","35","26","125","0","0.71","17","0","38.1","0.000","3078","0","0","69.00","-49","0.21","-1.31","0.68","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.840","141","8","412","1590","122","-1.8","-10.5","5.3","-11.3","616","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","214","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3789","35","26","125","0","0.71","17","0","38.1","0.000","3078","0","0","69.00","-49","0.22","-1.31","0.68","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.850","141","8","412","1590","122","-1.8","-10.8","4.9","-11.2","616","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","214","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3789","35","26","125","0","0.71","17","0","38.1","0.000","3078","0","0","69.00","-49","0.30","-1.31","0.65","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.860","141","8","408","1590","122","-1.8","-10.8","4.7","-11.2","616","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","428","-0","-0","300","-0","-0","214","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3723","35","26","122","0","0.72","17","0","37.9","0.000","2566","0","0","69.00","-49","0.32","-1.35","0.62","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.870","142","8","415","1589","122","-1.6","-11.1","4.6","-11.2","614","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3723","35","26","122","0","0.72","17","0","37.9","0.000","2566","0","0","69.00","-49","0.26","-1.34","0.63","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.880","142","8","406","1589","122","-1.5","-11.5","4.6","-11.3","615","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3723","35","26","122","0","0.72","17","0","37.9","0.000","2566","0","0","69.00","-49","0.22","-1.25","0.68","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.890","142","8","408","1589","122","-1.4","-11.6","4.6","-11.3","616","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","428","-0","-0","300","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3723","35","26","122","0","0.72","17","0","37.9","0.000","2566","0","0","70.00","-49","0.27","-1.22","0.70","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.900","142","8","409","1588","122","-1.3","-12.0","4.6","-11.3","619","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","272","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3723","35","26","122","0","0.72","17","0","37.9","0.000","2566","0","0","70.00","-49","0.32","-1.19","0.65","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.910","142","8","410","1588","122","-1.1","-12.4","4.6","-11.2","620","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3631","35","26","120","0","0.73","17","0","37.6","0.000","2822","0","0","70.00","-49","0.29","-1.20","0.64","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.920","142","8","408","1587","122","-1.0","-12.4","4.5","-11.2","614","12","1.09","-0.06","0.93","-8365.00","-2397.50","-78872.50","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3631","35","26","120","0","0.73","17","0","37.6","0.000","2822","0","0","70.00","-49","0.20","-1.15","0.66","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.930","142","8","406","1587","122","-1.0","-12.3","4.5","-11.0","614","12","0.90","0.01","0.72","2292.50","4497.50","-66500.00","0","2606","92026","0","-0","-0","428","-0","-0","333","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3631","35","26","120","0","0.73","17","0","37.6","0.000","2822","0","0","71.00","-49","0.15","-1.10","0.70","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.940","142","8","406","1587","122","-1.0","-12.2","4.4","-10.8","620","12","0.90","0.01","0.72","2292.50","4497.50","-66500.00","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3631","35","26","120","0","0.73","17","0","37.6","0.000","2822","0","0","71.00","-49","0.11","-1.04","0.77","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.950","142","8","408","1586","122","-1.0","-11.7","4.2","-10.6","619","12","0.90","0.01","0.72","2292.50","4497.50","-66500.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3631","35","26","120","0","0.73","17","0","37.6","0.000","2822","0","0","71.00","-49","0.09","-1.09","0.81","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.960","142","8","406","1586","122","-1.0","-11.3","4.2","-10.5","612","12","0.90","0.01","0.72","2292.50","4497.50","-66500.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3610","35","26","118","0","0.75","17","0","37.3","0.000","3078","0","0","71.00","-49","0.08","-1.17","0.82","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.970","143","8","409","1586","122","-1.0","-11.1","4.2","-10.3","615","12","0.90","0.01","0.72","2292.50","4497.50","-66500.00","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3610","35","26","118","0","0.75","17","0","37.3","0.000","3078","0","0","72.00","-49","0.12","-1.25","0.79","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.980","143","8","408","1585","122","-1.0","-10.9","4.2","-10.2","614","12","0.90","0.01","0.72","2292.50","4497.50","-66500.00","0","2606","92026","0","-0","-0","375","-0","-0","333","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3610","35","26","118","0","0.75","17","0","37.3","0.000","3078","0","0","72.00","-49","0.15","-1.28","0.81","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10.990","143","8","408","1585","122","-1.0","-10.9","4.2","-10.0","618","12","0.90","0.01","0.72","2292.50","4497.50","-66500.00","0","2606","92026","0","-0","-0","375","-0","-0","300","-0","-0","250","-0","-0","250","0","0","0","0","3175687936","334295072","7.00","2","3610","35","26","118","0","0.75","17","0","37.3","0.000","3078","0","0","73.00","-49","0.19","-1.31","0.87","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
